DateTime,VPDmax,Tmax_F,Tmin_F,GDD,GDD_cum,ETc_mm,air_pressure_mean
2022-07-28,1203.10837,59.00961200000009,59.00961200000009,9.00961200000009,9.00961200000009,-8e-05,91083.17671
2022-07-29,1508.26763,83.55351200000004,73.06469600000008,28.30910400000006,37.31871600000015,9.62193,90982.93573960001
2022-07-30,1977.25873,87.00593,70.28292200000007,28.64442600000004,65.96314200000019,12.3742,90856.573840625
2022-07-31,4335.28465,97.90827800000007,70.96634600000007,34.43731200000008,100.40045400000027,7.29864,90631.00322425531
2022-08-01,4092.58049,98.69934200000007,72.09496400000006,35.39715300000006,135.7976070000003,13.56366,90459.80818895833
2022-08-02,3997.43139,101.11706600000001,73.45038200000008,37.283724000000035,173.08133100000035,12.67798,90033.8919802
2022-08-03,3709.8398,93.29066600000007,74.41473199999999,33.85269900000003,206.93403000000038,11.4795,90297.615424
2022-08-04,2996.74416,94.638506,71.62521800000007,33.13186200000004,240.06589200000042,17.11873,90630.21943604166
2022-08-05,3631.37667,100.27734800000006,77.13518000000005,38.70626400000006,278.77215600000045,18.43319,90324.32330833333
2022-08-06,2314.43459,89.82633200000001,78.83949200000006,34.332912000000036,313.1050680000005,8.95445,90406.81567166666
2022-08-07,1413.81006,80.52994400000007,72.30504200000007,26.417493000000064,339.52256100000056,2.72695,90777.33112187499
2022-08-08,2746.50832,88.43838800000005,64.80240800000004,26.62039800000005,366.1429590000006,11.71644,91031.57330333332
2022-08-09,3043.57165,94.78052600000007,68.101718,31.441122000000036,397.58408100000065,13.23225,90892.77134854166
2022-08-10,3798.60972,96.43569800000004,70.61606600000002,33.525882000000024,431.1099630000007,11.89708,91116.673746875
2022-08-11,3896.46272,94.93628000000004,70.12596200000007,32.531121000000056,463.6410840000007,17.6756,90995.66794479167
2022-08-12,4904.63261,99.55164200000007,69.84645800000007,34.69905000000007,498.3401340000008,13.4976,90762.59512041666
2022-08-13,3935.70397,95.82801800000001,74.06171600000008,34.944867000000045,533.2850010000009,9.0673,90718.42530374999
2022-08-14,3959.59961,97.55628800000002,76.7117840000001,37.134036000000066,570.4190370000009,8.70509,90536.23693854165
2022-08-15,2564.22436,88.58004800000009,76.24274000000008,32.41139400000009,602.830431000001,8.23272,90540.16687625
2022-08-16,887.51356,77.07421400000007,72.38215399999999,24.728184000000027,627.558615000001,5.40301,90915.25504958333
2022-08-17,1420.57108,80.81495600000008,69.78027200000008,25.29761400000008,652.8562290000011,6.40986,91124.15531875
2022-08-18,3604.77634,90.91776200000005,67.52409800000001,29.22093000000004,682.0771590000012,8.17343,90723.03761270833
2022-08-19,3419.37525,86.024642,71.45700800000004,28.74082500000003,710.8179840000012,6.2757,90546.33090062499
2022-08-20,2387.40088,83.83784000000006,64.18090400000003,24.00937200000004,734.8273560000011,8.05854,90857.02475895833
2022-08-21,2341.59073,87.35394200000007,68.06064200000006,27.707292000000066,762.5346480000012,10.97873,90912.65164208332
2022-08-22,2986.92289,89.85030800000006,67.11117800000002,28.480743000000047,791.0153910000013,10.62496,90849.63746375001
2022-08-23,3344.04721,91.10838200000009,67.02432800000003,29.06635500000006,820.0817460000013,14.20565,90650.47661375
2022-08-24,3360.34833,92.03201600000007,67.594784,29.81340000000003,849.8951460000013,10.78162,90718.81369979167
2022-08-25,3803.64755,93.05916800000001,68.70023600000003,30.879702000000023,880.7748480000014,11.464649999999999,90805.81578354166
2022-08-26,3117.43654,91.380992,72.56730200000004,31.974147000000016,912.7489950000014,8.68671,90523.07419395832
2022-08-27,4893.43458,93.48292400000008,74.77680200000006,34.12986300000007,946.8788580000015,10.84545,89933.93930000001
2022-08-28,5763.24569,98.49560000000001,70.21288400000009,34.354242000000056,981.2331000000015,7.79091,89684.13452340425
2022-08-29,3121.98245,89.14294400000001,72.07401200000005,30.608478000000034,1011.8415780000015,8.13862,90558.35285499999
2022-08-30,3970.21754,91.92273800000001,64.76655200000002,28.344645000000014,1040.1862230000015,9.74894,91112.63172956521
2022-08-31,4194.85461,92.98337000000005,70.60107200000002,31.79222100000004,1071.9784440000017,8.0932,90884.82744148937
2022-09-01,3972.74093,92.88901400000009,65.79820400000006,29.34360900000007,1101.3220530000017,9.7854,90505.59443145833
2022-09-02,5052.07302,95.61284600000008,70.79430200000002,33.203574000000046,1134.5256270000018,8.23656,90515.68864000001
2022-09-03,3784.79523,87.46903400000008,68.30963600000007,27.889335000000074,1162.4149620000019,9.22116,91333.250699375
2022-09-04,3468.88516,89.86699400000009,61.033082000000064,25.450038000000077,1187.865000000002,9.07748,90932.493070625
2022-09-05,4576.82022,95.42258600000005,61.479788000000084,28.45118700000006,1216.3161870000022,8.6206,90526.63727638297
2022-09-06,6543.26936,99.22967600000004,65.2533620000001,32.24151900000007,1248.5577060000023,9.11037,90759.59215583334
2022-09-07,4501.52334,95.743652,66.74696600000004,31.24530900000002,1279.8030150000022,8.31869,90994.37118354166
2022-09-08,6246.45691,102.46292600000002,70.58350400000006,36.52321500000005,1316.3262300000024,7.38489,90092.35856375
2022-09-09,1910.51233,83.283548,65.52485600000006,24.404202000000026,1340.7304320000023,2.4932,90492.55497354166
2022-09-10,1247.33237,70.55654,61.33033400000008,15.943437000000046,1356.6738690000025,3.81607,91282.0320475
2022-09-11,2763.78432,79.501424,56.66999000000003,18.085707000000014,1374.7595760000024,4.89593,91285.49818062501
2022-09-12,5201.07795,90.36093200000006,54.68552600000001,22.523229000000043,1397.2828050000026,4.20109,90548.34458125
2022-09-13,5525.94067,91.98141800000002,61.90961000000008,26.945514000000045,1424.2283190000026,4.74185,90230.84057291667
2022-09-14,3920.38276,92.121116,70.66061600000009,31.390866000000045,1455.6191850000025,3.67924,90113.38131104167
2022-09-15,3983.905,86.35533800000009,73.25065400000003,29.802996000000064,1485.4221810000026,3.64762,90280.09313770833
2022-09-16,3253.49041,88.57499000000007,65.23781000000005,26.906400000000062,1512.3285810000027,2.28057,90320.96399270832
2022-09-17,4094.83334,85.08169400000008,69.96840800000004,27.52505100000006,1539.8536320000028,5.53467,90194.38439541667
2022-09-18,3539.28996,88.41912800000007,69.44730800000009,28.933218000000082,1568.786850000003,3.88243,90302.7466677551
2022-09-19,5654.16221,95.31833,71.6669960000001,33.49266300000005,1602.279513000003,3.11942,90271.64068229166
2022-09-20,6148.92378,95.79999200000009,72.17981600000007,33.98990400000008,1636.269417000003,3.6518,90330.24840270833
2022-09-21,1241.86508,76.76578400000005,61.578626,19.17220500000002,1655.441622000003,2.56675,91160.58134416667
2022-09-22,405.33692,64.80071600000002,59.29176200000006,12.046239000000043,1667.487861000003,2.95852,91264.12362395834
2022-09-23,2955.55593,81.91511600000008,60.61937000000002,21.26724300000005,1688.755104000003,4.97898,90436.87839395834
2022-09-24,3601.50037,84.79790600000004,62.019518000000076,23.408712000000065,1712.1638160000032,2.95343,90702.871635
2022-09-25,3080.23334,79.88864000000002,59.52270200000001,19.705671000000024,1731.8694870000031,2.21049,91272.10444291668
2022-09-26,3620.71444,84.26910200000009,54.009914000000016,19.13950800000005,1751.008995000003,2.49091,91063.02606333334
2022-09-27,3416.53268,80.57618600000006,60.93577400000007,20.755980000000065,1771.7649750000032,1.29557,91156.2730375
2022-09-28,2678.73059,81.57174800000007,60.63630800000002,21.104028000000042,1792.8690030000032,1.18331,91434.52311458334
2022-09-29,3343.73219,86.69876000000008,61.37497400000002,24.036867000000058,1816.9058700000032,1.46941,90910.52153270833
2022-09-30,2893.247,85.50636800000007,62.06999000000003,23.788179000000042,1840.6940490000034,6.12682,90353.09760125
2022-10-01,3657.28458,88.59696800000003,61.60062200000002,25.098795000000024,1865.7928440000035,3.97268,90527.52710208333
2022-10-02,3714.89064,88.5034940000001,67.61444,28.058967000000052,1893.8518110000036,1.47473,90891.38114208334
2022-10-03,2140.0924,77.88412400000007,64.25803400000001,21.07107900000004,1914.9228900000037,2.8566,90840.60439979167
2022-10-04,2142.79544,76.46037800000005,62.24207000000001,19.35122400000003,1934.2741140000037,4.73526,90884.39847041667
2022-10-05,2652.53294,78.36375200000006,58.68901400000008,18.526383000000067,1952.8004970000038,2.42921,91116.71350583334
2022-10-06,1435.93713,69.50564600000004,56.87402000000007,13.189833000000057,1965.990330000004,1.05518,91474.23575520834
2022-10-07,428.7351,57.28055000000004,49.14732200000003,3.2139360000000323,1969.204266000004,1.56643,92051.30563916668
2022-10-08,2128.79033,72.05054000000007,42.42777800000008,7.239159000000072,1976.443425000004,1.82365,91578.901806875
2022-10-09,3271.81252,79.084652,53.96984600000009,16.52724900000004,1992.970674000004,1.41987,91119.57469208333
2022-10-10,3566.86013,83.50547,51.503288000000055,17.50437900000003,2010.475053000004,1.5147,90566.98603375
2022-10-11,3992.9984,86.40431600000002,55.65533000000006,21.02982300000005,2031.504876000004,1.28098,89795.52239583334
2022-10-12,1140.4058,64.58685800000002,51.78221600000009,8.184537000000056,2039.6894130000042,0.50676,90623.23726645834
2022-10-13,1826.31448,67.68570200000005,48.9036560000001,8.294679000000073,2047.9840920000042,0.9722500000000001,90691.13021604165
2022-10-14,2805.86943,79.01202200000003,51.91462400000006,15.463323000000045,2063.447415000004,0.79319,90019.55714875
2022-10-15,2112.3494,74.80794200000003,58.27652600000002,16.542234000000022,2079.989649000004,0.5594,90596.36265145834
2022-10-16,1466.68755,65.3998640000001,52.16973800000005,8.784801000000073,2088.7744500000044,0.47313,91319.88779145834
2022-10-17,1924.09455,66.49233800000005,38.875640000000075,2.683989000000061,2091.4584390000045,0.63242,91375.19466104166
2022-10-18,1828.69044,64.89127400000007,43.10049200000002,3.995883000000042,2095.4543220000046,0.90301,91431.52246458334
2022-10-19,3081.95923,79.83262400000004,38.21097200000008,9.02179800000006,2104.476120000005,0.46957,90913.00210604166
2022-10-20,3658.42558,82.16848400000009,52.982294000000024,17.575389000000058,2122.051509000005,0.7251,90345.30231
2022-10-21,3546.51525,80.59942400000003,56.79501800000001,18.697221000000013,2140.748730000005,0.83792,89553.1905475
2022-10-22,4773.93568,86.05743800000008,55.16879000000003,20.613114000000053,2161.361844000005,1.05499,88935.42706166668
2022-10-23,3792.27384,85.08295400000006,57.28217000000004,21.182562000000047,2182.544406000005,0.92838,88362.77746916667
2022-10-24,1100.97786,60.354284000000035,42.532880000000034,1.4435820000000348,2183.987988000005,0.28378000000000003,89835.62642208334
2022-10-25,2269.10555,67.65881000000002,40.70449400000008,4.181652000000049,2188.169640000005,0.42998,90228.70592416666
2022-10-26,1284.83185,66.12337400000008,42.93111200000008,4.527243000000084,2192.696883000005,0.66006,90412.74560041667
2022-10-27,728.54804,60.08090000000002,58.584290000000095,9.332595000000055,2202.029478000005,0.13768,90017.55337750001
2022-10-28,2223.30445,69.39528800000005,51.60471800000008,10.500003000000063,2212.529481000005,0.33456,91205.21098599999
2022-10-29,2541.55751,71.22041600000006,39.65342000000006,5.4369180000000625,2217.966399000005,0.41022,90983.25286979166
2022-10-30,2672.24157,69.07380800000001,43.65753800000008,6.365673000000044,2224.332072000005,0.37316,90709.17255020833
2022-10-31,2648.24313,74.77313000000004,37.08116600000004,5.927148000000038,2230.2592200000054,0.39416,90254.85683645833
2022-11-01,3081.59591,79.62996200000003,42.13851800000005,10.884240000000041,2241.1434600000052,0.76356,90223.00489124999
2022-11-02,2718.85173,77.59637600000002,57.15550399999999,17.375940000000014,2258.519400000005,0.66235,89799.63400166667
2022-11-03,752.39068,60.88611200000001,42.379376000000015,1.6327440000000166,2260.152144000005,0.09778000000000002,89880.31138750001
2022-11-04,1023.68812,56.73790400000005,36.18573800000006,0.0,2260.152144000005,0.59882,90228.79218062501
2022-11-05,2002.61269,73.03116200000002,29.918408000000046,1.4747850000000327,2261.626929000005,0.43633,89078.03115958332
2022-11-06,1511.09581,60.93309200000009,52.62355400000004,6.778323000000064,2268.405252000005,0.41236,90385.19267219999
2022-11-07,991.74963,59.18631800000006,42.23141600000001,0.7088670000000334,2269.114119000005,0.5724,91200.34048166667
2022-11-08,2001.34896,80.37077000000005,56.498612000000016,18.43469100000003,2287.548810000005,0.14242,90369.039226875
2022-11-09,583.50562,72.62425400000001,36.25590200000003,4.440078000000014,2291.988888000005,0.51507,89876.49654104166
2022-11-10,649.75967,48.41627000000004,24.541844000000015,0.0,2291.988888000005,0.78628,90460.61799479167
2022-11-11,689.11858,44.0852,15.41024600000004,0.0,2291.988888000005,0.16109,91086.38235541666
2022-11-12,1036.81824,50.989388000000034,12.752942000000086,0.0,2291.988888000005,0.21755,90991.0508175
2022-11-13,938.12691,51.58318999999999,18.44151800000001,0.0,2291.988888000005,0.26233,90435.54738791667
2022-11-14,730.43518,49.31274200000005,16.358611999999994,0.0,2291.988888000005,0.10281,90824.64420291666
2022-11-15,553.68747,49.196372,26.15824400000006,0.0,2291.988888000005,0.20351999999999998,91303.86691041668
2022-11-16,690.77663,51.577916,27.52275200000006,0.0,2291.988888000005,0.12964,91509.70609083334
2022-11-17,399.39746,45.20514200000008,20.03963000000008,0.0,2291.988888000005,0.18982,91519.42812625
2022-11-18,578.96138,35.371724000000086,9.76864999999999,0.0,2291.988888000005,0.13636,91446.70754833333
2022-11-19,816.53668,48.21015200000005,18.530186000000015,0.0,2291.988888000005,0.09135,91245.132503125
2022-11-20,1595.30004,62.451374000000044,20.417809999999996,0.0,2291.988888000005,0.22744,90895.13958791667
2022-11-21,1908.52645,60.19331000000004,29.391224,0.0,2291.988888000005,0.1576,91000.42649645834
2022-11-22,2175.55339,62.95371800000008,31.355384000000026,0.0,2291.988888000005,0.13137,90802.23075166666
2022-11-23,1792.48841,66.15554,27.210344000000042,0.0,2291.988888000005,0.16379,90195.30484520835
2022-11-24,1162.65705,59.340650000000025,37.28093000000001,0.0,2291.988888000005,0.0804,91290.74479916667
2022-11-25,1928.90315,66.913664,31.06392800000001,0.0,2291.988888000005,0.16854,91188.22276333334
2022-11-26,1835.55313,66.68592800000005,32.02325600000002,0.0,2291.988888000005,0.07798999999999999,90038.35016645833
2022-11-27,1118.41706,58.669754,35.072456000000045,0.0,2291.988888000005,0.035769999999999996,90053.40274229167
2022-11-28,1485.36042,63.92258600000005,34.301227999999995,0.0,2291.988888000005,0.14314,89270.52748250001
2022-11-29,322.84342,37.74068600000004,14.963342,0.0,2291.988888000005,0.82184,89967.78881875
2022-11-30,500.79962,41.56561400000002,7.919312000000037,0.0,2291.988888000005,0.97795,90999.47602270833
2022-12-01,1330.12276,62.49500600000008,19.23009800000004,0.0,2291.988888000005,1.15438,89844.86453874999
2022-12-02,541.4696,54.81748399999999,16.537460000000078,0.0,2291.988888000005,0.49821,89794.60772729166
2022-12-03,1056.02856,58.08491600000002,11.278994000000033,0.0,2291.988888000005,0.59583,91371.43031020834
2022-12-04,1280.43038,60.03158000000002,28.547006000000057,0.0,2291.988888000005,0.39702,90579.95960833335
2022-12-05,558.60006,49.70354000000003,30.78190400000002,0.0,2291.988888000005,0.06727,89930.46066145833
2022-12-06,1398.7041,60.97816400000008,28.931954000000076,0.0,2291.988888000005,0.1674,90176.27762333333
2022-12-07,1308.4772,55.465934000000004,23.887274,0.0,2291.988888000005,0.1654,90900.53860541666
2022-12-08,356.35883,50.994068000000084,19.626782000000002,0.0,2291.988888000005,0.23893,90711.88480583334
2022-12-09,972.53799,57.075854000000035,26.594329999999992,0.0,2291.988888000005,1.07684,90626.37670354167
2022-12-10,1364.81655,59.52061400000006,28.738112000000093,0.0,2291.988888000005,0.58193,90759.67668333334
2022-12-11,1139.40463,62.220074000000096,29.719112000000017,0.0,2291.988888000005,0.34531,90224.04458500001
2022-12-12,570.0098,64.97637800000007,39.840026,2.4082020000000313,2294.397090000005,0.9038200000000001,89329.60889086957
2022-12-13,371.33091,59.521442000000015,25.533122000000084,0.0,2294.397090000005,1.3461100000000001,88558.8141975
2022-12-14,226.23885,32.70952400000001,26.811896000000036,0.0,2294.397090000005,2.12865,89333.08032208333
2022-12-15,214.41851,31.730503999999996,27.158486000000003,0.0,2294.397090000005,1.33864,89941.98665104166
2022-12-16,255.50395,32.804150000000014,25.234178000000043,0.0,2294.397090000005,1.58115,90127.35061124999
